zipcode,number,letter
6385,5,A
6387,5,A
6388,5,A
6389,5,A
6390,4,A
6401,5,A
6403,5,A
6404,5,A
6405,5,A
6408,5,A
6409,5,A
6410,5,A
6411,5,A
6412,5,A
6413,5,A
6414,5,A
6415,5,A
6416,5,A
6417,5,A
6418,5,A
6419,5,A
6420,5,A
6422,5,A
6423,5,A
6424,5,A
6426,5,A
6437,5,A
6438,5,A
6439,5,A
6440,5,A
6441,5,A
6442,5,A
6443,5,A
6444,5,A
6447,5,A
6450,5,A
6451,5,A
6455,5,A
6456,5,A
6457,5,A
6459,5,A
6460,5,A
6461,5,A
6467,5,A
6468,5,A
6469,5,A
6470,5,A
6471,5,A
6472,5,A
6473,5,A
6475,5,A
6477,5,A
6478,5,A
6479,5,A
6480,5,A
6481,5,A
6482,5,A
6483,5,A
6484,5,A
6487,5,A
6488,5,A
6489,5,A
6491,5,A
6492,5,A
6493,5,A
6498,5,A
6501,5,A
6502,5,A
6503,5,A
6504,5,A
6505,5,A
6506,5,A
6507,5,A
6508,5,A
6509,5,A
6510,5,A
6511,5,A
6512,5,A
6513,5,A
6514,5,A
6515,5,A
6516,5,A
6517,5,A
6518,5,A
6519,5,A
6520,5,A
6524,5,A
6525,5,A
6530,5,A
6531,5,A
6533,5,A
6534,5,A
6536,5,A
6601,5,A
6602,5,A
6604,5,A
6605,5,A
6606,5,A
6607,5,A
6608,5,A
6610,5,A
6611,5,A
6612,5,A
6614,5,A
6615,5,A
6701,5,A
6702,5,A
6703,5,A
6704,5,A
6705,5,A
6706,5,A
6708,5,A
6710,5,A
6712,5,A
6716,5,A
6720,5,A
6721,5,A
6722,5,A
6723,5,A
6724,5,A
6749,5,A
6750,5,A
6751,5,A
6752,5,A
6753,5,A
6754,5,A
6755,5,A
6756,5,A
6757,5,A
6758,5,A
6759,5,A
6762,5,A
6763,5,A
6770,5,A
6776,5,A
6777,5,A
6778,5,A
6779,5,A
6781,5,A
6782,5,A
6783,5,A
6784,5,A
6785,5,A
6786,5,A
6787,5,A
6790,5,A
6791,5,A
6792,5,A
6793,5,A
6794,5,A
6795,5,A
6796,5,A
6798,5,A
6801,5,A
6804,5,A
6807,5,A
6810,5,A
6811,5,A
6812,5,A
6813,5,A
6816,5,A
6817,5,A
6820,5,A
6824,5,A
6825,5,A
6828,5,A
6829,5,A
6830,5,A
6831,5,A
6836,5,A
6838,5,A
6840,5,A
6850,5,A
6851,5,A
6852,5,A
6853,5,A
6854,5,A
6855,5,A
6856,5,A
6857,5,A
6859,5,A
6860,5,A
6870,5,A
6875,5,A
6876,5,A
6877,5,A
6878,5,A
6880,5,A
6881,5,A
6883,5,A
6889,5,A
6890,5,A
6896,5,A
6897,5,A
6901,5,A
6902,5,A
6903,5,A
6904,5,A
6905,5,A
6906,5,A
6907,5,A
6911,5,A
6912,5,A
6920,5,A
6921,5,A
6926,5,A
6927,5,A
7001,4,A
7002,4,A
7003,4,A
7004,4,A
7005,5,A
7006,4,A
7007,4,A
7008,4,A
7009,4,A
7010,5,A
7011,5,A
7012,5,A
7013,5,A
7014,5,A
7015,5,A
7016,4,A
7017,4,A
7018,4,A
7019,4,A
7020,5,A
7021,4,A
7022,5,A
7023,4,A
7024,5,A
7026,5,A
7027,4,A
7028,4,A
7029,4,A
7030,4,A
7031,5,A
7032,4,A
7033,4,A
7034,5,A
7035,5,A
7036,4,A
7039,4,A
7040,4,A
7041,4,A
7042,4,A
7043,4,A
7044,4,A
7045,5,A
7046,5,A
7047,4,A
7050,4,A
7051,4,A
7052,4,A
7054,5,A
7055,5,A
7057,5,A
7058,5,A
7059,5,A
7060,4,A
7061,4,A
7062,4,A
7063,4,A
7064,4,A
7065,4,A
7066,4,A
7067,4,A
7068,4,A
7069,5,A
7070,5,A
7071,5,A
7072,5,A
7073,5,A
7074,5,A
7075,5,A
7076,4,A
7077,4,A
7078,4,A
7079,4,A
7080,4,A
7081,4,A
7082,5,A
7083,4,A
7086,4,A
7087,4,A
7088,4,A
7090,4,A
7091,4,A
7092,4,A
7093,4,A
7094,4,A
7095,4,A
7096,4,A
7097,4,A
7099,4,A
7101,4,A
7102,4,A
7103,4,A
7104,4,A
7105,4,A
7106,4,A
7107,4,A
7108,4,A
7109,4,A
7110,4,A
7111,4,A
7112,4,A
7114,4,A
7193,4,A
7201,4,A
7202,4,A
7203,4,A
7204,4,A
7205,4,A
7206,4,A
7207,4,A
7208,4,A
7302,4,A
7303,4,A
7304,4,A
7305,4,A
7306,4,A
7307,4,A
7308,4,A
7310,4,A
7311,4,A
7395,4,A
7399,4,A
7401,5,A
7403,5,A
7405,5,A
7407,5,A
7410,5,A
7416,5,A
7417,5,A
7418,5,A
7419,5,A
7420,5,A
7421,5,A
7422,5,A
7423,5,A
7424,5,A
7428,5,A
7430,5,A
7432,5,A
7435,5,A
7436,5,A
7438,5,A
7439,5,A
7440,5,A
7442,5,A
7444,5,A
7446,5,A
7450,5,A
7451,5,A
7452,5,A
7456,5,A
7457,5,A
7458,5,A
7460,5,A
7461,5,A
7462,5,A
7463,5,A
7465,5,A
7470,5,A
7474,5,A
7480,5,A
7481,5,A
7495,5,A
7501,5,A
7502,5,A
7503,5,A
7504,5,A
7505,5,A
7506,5,A
7507,5,A
7508,5,A
7509,5,A
7510,5,A
7511,5,A
7512,5,A
7513,5,A
7514,5,A
7522,5,A
7524,5,A
7538,5,A
7543,5,A
7544,5,A
7601,5,A
7602,5,A
7603,5,A
7604,5,A
7605,5,A
7606,5,A
7607,5,A
7608,5,A
7620,5,A
7621,5,A
7624,5,A
7626,5,A
7627,5,A
7628,5,A
7630,5,A
7631,5,A
7632,5,A
7640,5,A
7641,5,A
7642,5,A
7643,5,A
7644,5,A
7645,5,A
7646,5,A
7647,5,A
7648,5,A
7649,5,A
7650,5,A
7652,5,A
7653,5,A
7656,5,A
7657,5,A
7660,5,A
7661,5,A
7662,5,A
7663,5,A
7666,5,A
7670,5,A
7675,5,A
7676,5,A
7677,5,A
7701,4,A
7702,4,A
7703,4,A
7704,4,A
7709,4,A
7710,4,A
7711,4,A
7712,4,A
7715,4,A
7716,4,A
7717,4,A
7718,4,A
7719,4,A
7720,4,A
7721,4,A
7722,4,A
7723,4,A
7724,4,A
7726,4,A
7727,4,A
7728,4,A
7730,4,A
7731,4,A
7732,4,A
7733,4,A
7734,4,A
7735,4,A
7737,4,A
7738,4,A
7739,4,A
7740,4,A
7746,4,A
7747,4,A
7748,4,A
7750,4,A
7751,4,A
7752,4,A
7753,4,A
7754,4,A
7755,4,A
7756,4,A
7757,4,A
7758,4,A
7760,4,A
7762,4,A
7763,4,A
7764,4,A
7765,4,A
7801,5,A
7802,5,A
7803,5,A
7806,5,A
7820,5,A
7821,5,A
7822,5,A
7823,5,A
7825,5,A
7826,5,A
7827,5,A
7828,5,A
7829,5,A
7830,5,A
7831,5,A
7832,5,A
7833,5,A
7834,5,A
7836,5,A
7838,5,A
7839,5,A
7840,5,A
7842,5,A
7843,5,A
7844,5,A
7845,5,A
7846,5,A
7847,5,A
7848,5,A
7849,5,A
7850,5,A
7851,5,A
7852,5,A
7853,5,A
7855,5,A
7856,5,A
7857,5,A
7860,5,A
7863,5,A
7865,5,A
7866,5,A
7869,5,A
7870,5,A
7871,5,A
7874,5,A
7875,5,A
7876,5,A
7877,5,A
7878,5,A
7879,5,A
7880,5,A
7881,5,A
7882,5,A
7885,5,A
7890,5,A
7901,4,A
7902,4,A
7920,5,A
7921,5,A
7922,4,A
7924,5,A
7926,5,A
7927,5,A
7928,5,A
7930,5,A
7931,5,A
7932,5,A
7933,5,A
7934,5,A
7935,5,A
7936,5,A
7938,5,A
7939,5,A
7940,5,A
7945,5,A
7946,5,A
7950,5,A
7960,5,A
7961,5,A
7962,5,A
7963,5,A
7970,5,A
7974,4,A
7976,5,A
7977,5,A
7978,5,A
7979,5,A
7980,5,A
7981,5,A
8001,4,A
8002,4,A
8003,4,A
8004,4,A
8005,4,A
8006,4,A
8007,4,A
8008,4,A
8009,4,A
8010,4,A
8011,4,A
8012,4,A
8014,4,A
8015,4,A
8016,4,A
8018,4,A
8019,4,A
8020,4,A
8021,4,A
8022,4,A
8023,4,A
8025,4,A
8026,4,A
8027,4,A
8028,4,A
8029,4,A
8030,4,A
8031,4,A
8032,4,A
8033,4,A
8034,4,A
8035,4,A
8036,4,A
8037,4,A
8038,4,A
8039,4,A
8041,4,A
8042,4,A
8043,4,A
8045,4,A
8046,4,A
8048,4,A
8049,4,A
8050,4,A
8051,4,A
8052,4,A
8053,4,A
8054,4,A
8055,4,A
8056,4,A
8057,4,A
8059,4,A
8060,4,A
8061,4,A
8062,4,A
8063,4,A
8064,4,A
8065,4,A
8066,4,A
8067,4,A
8068,4,A
8069,4,A
8070,4,A
8071,4,A
8072,4,A
8073,4,A
8074,4,A
8075,4,A
8076,4,A
8077,4,A
8078,4,A
8079,4,A
8080,4,A
8081,4,A
8083,4,A
8084,4,A
8085,4,A
8086,4,A
8087,4,A
8088,4,A
8089,4,A
8090,4,A
8091,4,A
8092,4,A
8093,4,A
8094,4,A
8095,4,A
8096,4,A
8097,4,A
8098,4,A
8099,4,A
8101,4,A
8102,4,A
8103,4,A
8104,4,A
8105,4,A
8106,4,A
8107,4,A
8108,4,A
8109,4,A
8110,4,A
8201,4,A
8202,4,A
8203,4,A
8204,4,A
8205,4,A
8210,4,A
8212,4,A
8213,4,A
8214,4,A
8215,4,A
8217,4,A
8218,4,A
8219,4,A
8220,4,A
8221,4,A
8223,4,A
8224,4,A
8225,4,A
8226,4,A
8230,4,A
8231,4,A
8232,4,A
8234,4,A
8240,4,A
8241,4,A
8242,4,A
8243,4,A
8244,4,A
8245,4,A
8246,4,A
8247,4,A
8248,4,A
8250,4,A
8251,4,A
8252,4,A
8260,4,A
8270,4,A
8302,4,A
8310,4,A
8311,4,A
8312,4,A
8313,4,A
8314,4,A
8315,4,A
8316,4,A
8317,4,A
8318,4,A
8319,4,A
8320,4,A
8321,4,A
8322,4,A
8323,4,A
8324,4,A
8326,4,A
8327,4,A
8328,4,A
8329,4,A
8330,4,A
8332,4,A
8340,4,A
8341,4,A
8342,4,A
8343,4,A
8344,4,A
8345,4,A
8346,4,A
8347,4,A
8348,4,A
8349,4,A
8350,4,A
8352,4,A
8353,4,A
8360,4,A
8361,4,A
8362,4,A
8401,4,A
8402,4,A
8403,4,A
8404,4,A
8405,4,A
8406,4,A
8501,4,A
8502,5,A
8504,5,A
8505,4,A
8510,4,A
8511,4,A
8512,4,A
8514,4,A
8515,4,A
8518,4,A
8520,5,A
8525,5,A
8526,4,A
8527,4,A
8528,5,A
8530,5,A
8533,4,A
8534,5,A
8535,4,A
8536,4,A
8540,5,A
8541,5,A
8542,5,A
8543,5,A
8544,5,A
8550,5,A
8551,5,A
8553,5,A
8554,4,A
8555,4,A
8556,5,A
8557,5,A
8558,5,A
8559,5,A
8560,5,A
8561,5,A
8562,4,A
8601,5,A
8602,5,A
8603,5,A
8604,5,A
8605,5,A
8606,5,A
8607,5,A
8608,5,A
8609,5,A
8610,5,A
8611,5,A
8618,5,A
8619,5,A
8620,5,A
8625,5,A
8628,5,A
8629,5,A
8638,5,A
8640,4,A
8641,4,A
8646,5,A
8647,5,A
8648,5,A
8650,5,A
8666,5,A
8690,5,A
8691,5,A
8701,4,A
8720,4,A
8721,4,A
8722,4,A
8723,4,A
8724,4,A
8730,4,A
8731,4,A
8732,4,A
8733,4,A
8734,4,A
8735,4,A
8736,4,A
8738,4,A
8739,4,A
8740,4,A
8741,4,A
8742,4,A
8750,4,A
8751,4,A
8752,4,A
8753,4,A
8754,4,A
8755,4,A
8756,4,A
8757,4,A
8758,4,A
8759,4,A
8801,5,A
8802,5,A
8803,5,A
8804,5,A
8805,5,A
8807,5,A
8808,5,A
8809,5,A
8810,4,A
8812,4,A
8816,4,A
8817,4,A
8818,4,A
8820,4,A
8821,5,A
8822,5,A
8823,5,A
8824,4,A
8825,5,A
8826,5,A
8827,5,A
8828,4,A
8829,5,A
8830,4,A
8831,4,A
8832,4,A
8833,5,A
8835,5,A
8836,5,A
8837,4,A
8840,4,A
8844,5,A
8846,4,A
8848,5,A
8850,4,A
8852,4,A
8853,5,A
8854,4,A
8855,4,A
8857,4,A
8858,5,A
8859,4,A
8861,4,A
8862,4,A
8863,4,A
8865,5,A
8867,5,A
8868,5,A
8869,5,A
8870,5,A
8871,4,A
8872,4,A
8873,5,A
8875,5,A
8876,5,A
8879,4,A
8880,5,A
8882,4,A
8884,4,A
8885,5,A
8886,5,A
8887,5,A
8888,5,A
8889,5,A
8890,5,A
8899,4,A
8901,4,A
8902,4,A
8903,4,A
8904,4,A
8906,4,A
8933,4,A
10001,4,A
10002,4,A
10003,4,A
10004,4,A
10005,4,A
10006,4,A
10007,4,A
10008,4,A
10009,4,A
10010,4,A
10011,4,A
10012,4,A
10013,4,A
10014,4,A
10016,4,A
10017,4,A
10018,4,A
10019,4,A
10020,4,A
10021,4,A
10022,4,A
10023,4,A
10024,4,A
10025,4,A
10026,4,A
10027,4,A
10028,4,A
10029,4,A
10030,4,A
10031,4,A
10032,4,A
10033,4,A
10034,4,A
10035,4,A
10036,4,A
10037,4,A
10038,4,A
10039,4,A
10040,4,A
10041,4,A
10043,4,A
10044,4,A
10045,4,A
10055,4,A
10065,4,A
10069,4,A
10075,4,A
10080,4,A
10081,4,A
10087,4,A
10090,4,A
10101,4,A
10102,4,A
10103,4,A
10104,4,A
10105,4,A
10106,4,A
10107,4,A
10108,4,A
10110,4,A
10111,4,A
10112,4,A
10113,4,A
10114,4,A
10115,4,A
10116,4,A
10117,4,A
10118,4,A
10119,4,A
10120,4,A
10121,4,A
10122,4,A
10123,4,A
10124,4,A
10125,4,A
10126,4,A
10128,4,A
10129,4,A
10138,4,A
10150,4,A
10151,4,A
10152,4,A
10153,4,A
10154,4,A
10155,4,A
10156,4,A
10158,4,A
10159,4,A
10160,4,A
10162,4,A
10163,4,A
10164,4,A
10165,4,A
10166,4,A
10167,4,A
10168,4,A
10169,4,A
10170,4,A
10171,4,A
10172,4,A
10173,4,A
10174,4,A
10175,4,A
10176,4,A
10177,4,A
10178,4,A
10179,4,A
10185,4,A
10199,4,A
10203,4,A
10212,4,A
10261,4,A
10265,4,A
10268,4,A
10270,4,A
10271,4,A
10272,4,A
10274,4,A
10276,4,A
10278,4,A
10279,4,A
10280,4,A
10281,4,A
10282,4,A
10285,4,A
10286,4,A
10292,4,A
10301,4,A
10302,4,A
10303,4,A
10304,4,A
10305,4,A
10306,4,A
10307,4,A
10308,4,A
10309,4,A
10310,4,A
10311,4,A
10312,4,A
10313,4,A
10314,4,A
10451,4,A
10452,4,A
10453,4,A
10454,4,A
10455,4,A
10456,4,A
10457,4,A
10458,4,A
10459,4,A
10460,4,A
10461,4,A
10462,4,A
10463,4,A
10464,4,A
10465,4,A
10466,4,A
10467,4,A
10468,4,A
10469,4,A
10470,4,A
10471,4,A
10472,4,A
10473,4,A
10474,4,A
10475,4,A
10501,4,A
10502,4,A
10503,4,A
10504,4,A
10505,4,A
10506,4,A
10507,4,A
10509,5,A
10510,4,A
10511,4,A
10512,5,A
10514,4,A
10516,5,A
10517,4,A
10518,4,A
10519,4,A
10520,4,A
10521,4,A
10522,4,A
10523,4,A
10524,5,A
10526,4,A
10527,4,A
10528,4,A
10530,4,A
10532,4,A
10533,4,A
10535,4,A
10536,4,A
10537,5,A
10538,4,A
10540,4,A
10541,5,A
10542,5,A
10543,4,A
10545,4,A
10546,4,A
10547,4,A
10548,4,A
10549,4,A
10550,4,A
10551,4,A
10552,4,A
10553,4,A
10560,4,A
10562,4,A
10566,4,A
10567,4,A
10570,4,A
10573,4,A
10576,4,A
10577,4,A
10578,4,A
10579,5,A
10580,4,A
10583,4,A
10587,4,A
10588,4,A
10589,4,A
10590,4,A
10591,4,A
10594,4,A
10595,4,A
10596,4,A
10597,4,A
10598,4,A
10601,4,A
10602,4,A
10603,4,A
10604,4,A
10605,4,A
10606,4,A
10607,4,A
10610,4,A
10701,4,A
10702,4,A
10703,4,A
10704,4,A
10705,4,A
10706,4,A
10707,4,A
10708,4,A
10709,4,A
10710,4,A
10801,4,A
10802,4,A
10803,4,A
10804,4,A
10805,4,A
10901,5,A
10910,5,A
10911,5,A
10912,5,A
10913,5,A
10914,5,A
10915,5,A
10916,5,A
10917,5,A
10918,5,A
10919,5,A
10920,5,A
10921,5,A
10922,5,A
10923,5,A
10924,5,A
10925,5,A
10926,5,A
10927,5,A
10928,5,A
10930,5,A
10931,5,A
10932,5,A
10933,5,A
10940,5,A
10941,5,A
10949,5,A
10950,5,A
10952,5,A
10953,5,A
10954,5,A
10956,5,A
10958,5,A
10959,5,A
10960,5,A
10962,5,A
10963,5,A
10964,5,A
10965,5,A
10968,5,A
10969,5,A
10970,5,A
10973,5,A
10974,5,A
10975,5,A
10976,5,A
10977,5,A
10979,5,A
10980,5,A
10981,5,A
10982,5,A
10983,5,A
10984,5,A
10985,5,A
10986,5,A
10987,5,A
10988,5,A
10989,5,A
10990,5,A
10992,5,A
10993,5,A
10994,5,A
10996,5,A
10998,5,A
11001,4,A
11002,4,A
11003,4,A
11004,4,A
11005,4,A
11010,4,A
11020,4,A
11021,4,A
11022,4,A
11023,4,A
11024,4,A
11026,4,A
11027,4,A
11030,4,A
11040,4,A
11042,4,A
11050,4,A
11051,4,A
11055,4,A
11096,4,A
11101,4,A
11102,4,A
11103,4,A
11104,4,A
11105,4,A
11106,4,A
11109,4,A
11120,4,A
11201,4,A
11202,4,A
11203,4,A
11204,4,A
11205,4,A
11206,4,A
11207,4,A
11208,4,A
11209,4,A
11210,4,A
11211,4,A
11212,4,A
11213,4,A
11214,4,A
11215,4,A
11216,4,A
11217,4,A
11218,4,A
11219,4,A
11220,4,A
11221,4,A
11222,4,A
11223,4,A
11224,4,A
11225,4,A
11226,4,A
11228,4,A
11229,4,A
11230,4,A
11231,4,A
11232,4,A
11233,4,A
11234,4,A
11235,4,A
11236,4,A
11237,4,A
11238,4,A
11239,4,A
11241,4,A
11242,4,A
11243,4,A
11245,4,A
11247,4,A
11249,4,A
11251,4,A
11252,4,A
11256,4,A
11351,4,A
11352,4,A
11354,4,A
11355,4,A
11356,4,A
11357,4,A
11358,4,A
11359,4,A
11360,4,A
11361,4,A
11362,4,A
11363,4,A
11364,4,A
11365,4,A
11366,4,A
11367,4,A
11368,4,A
11369,4,A
11370,4,A
11371,4,A
11372,4,A
11373,4,A
11374,4,A
11375,4,A
11377,4,A
11378,4,A
11379,4,A
11380,4,A
11385,4,A
11386,4,A
11405,4,A
11411,4,A
11412,4,A
11413,4,A
11414,4,A
11415,4,A
11416,4,A
11417,4,A
11418,4,A
11419,4,A
11420,4,A
11421,4,A
11422,4,A
11423,4,A
11424,4,A
11425,4,A
11426,4,A
11427,4,A
11428,4,A
11429,4,A
11430,4,A
11431,4,A
11432,4,A
11433,4,A
11434,4,A
11435,4,A
11436,4,A
11439,4,A
11451,4,A
11501,4,A
11507,4,A
11509,4,A
11510,4,A
11514,4,A
11516,4,A
11518,4,A
11520,4,A
11530,4,A
11531,4,A
11542,4,A
11545,4,A
11547,4,A
11548,4,A
11549,4,A
11550,4,A
11551,4,A
11552,4,A
11553,4,A
11554,4,A
11555,4,A
11556,4,A
11557,4,A
11558,4,A
11559,4,A
11560,4,A
11561,4,A
11563,4,A
11565,4,A
11566,4,A
11568,4,A
11569,4,A
11570,4,A
11571,4,A
11572,4,A
11575,4,A
11576,4,A
11577,4,A
11579,4,A
11580,4,A
11581,4,A
11582,4,A
11590,4,A
11596,4,A
11598,4,A
11599,4,A
11690,4,A
11691,4,A
11692,4,A
11693,4,A
11694,4,A
11695,4,A
11697,4,A
11701,4,A
11702,4,A
11703,4,A
11704,4,A
11705,4,A
11706,4,A
11707,4,A
11709,4,A
11710,4,A
11713,4,A
11714,4,A
11715,4,A
11716,4,A
11717,4,A
11718,4,A
11719,4,A
11720,4,A
11721,4,A
11722,4,A
11724,4,A
11725,4,A
11726,4,A
11727,4,A
11729,4,A
11730,4,A
11731,4,A
11732,4,A
11733,4,A
11735,4,A
11738,4,A
11739,4,A
11740,4,A
11741,4,A
11742,4,A
11743,4,A
11746,4,A
11747,4,A
11749,4,A
11751,4,A
11752,4,A
11753,4,A
11754,4,A
11755,4,A
11756,4,A
11757,4,A
11758,4,A
11760,4,A
11762,4,A
11763,4,A
11764,4,A
11765,4,A
11766,4,A
11767,4,A
11768,4,A
11769,4,A
11770,4,A
11771,4,A
11772,4,A
11773,4,A
11776,4,A
11777,4,A
11778,4,A
11779,4,A
11780,4,A
11782,4,A
11783,4,A
11784,4,A
11786,4,A
11787,4,A
11788,4,A
11789,4,A
11790,4,A
11791,4,A
11792,4,A
11793,4,A
11794,4,A
11795,4,A
11796,4,A
11797,4,A
11798,4,A
11801,4,A
11802,4,A
11803,4,A
11804,4,A
11815,4,A
11853,4,A
11901,4,A
11930,4,A
11931,4,A
11932,4,A
11933,4,A
11934,4,A
11935,4,A
11937,4,A
11939,4,A
11940,4,A
11941,4,A
11942,4,A
11944,4,A
11946,4,A
11947,4,A
11948,4,A
11949,4,A
11950,4,A
11951,4,A
11952,4,A
11953,4,A
11954,4,A
11955,4,A
11956,4,A
11957,4,A
11958,4,A
11959,4,A
11960,4,A
11961,4,A
11962,4,A
11963,4,A
11964,4,A
11965,4,A
11967,4,A
11968,4,A
11969,4,A
11970,4,A
11971,4,A
11972,4,A
11973,4,A
11975,4,A
11976,4,A
11977,4,A
11978,4,A
11980,4,A
12007,5,A
12008,5,A
12009,5,A
12010,6,A
12015,5,A
12017,5,A
12018,5,A
12019,5,A
12020,5,A
12022,5,A
12023,5,A
12024,5,A
12025,6,A
12027,5,A
12028,5,A
12029,5,A
12031,6,A
12032,6,A
12033,5,A
12035,6,A
12036,6,A
12037,5,A
12040,5,A
12041,5,A
12042,5,A
12043,6,A
12045,5,A
12046,5,A
12047,5,A
12050,5,A
12051,5,A
12052,5,A
12053,5,A
12054,5,A
12055,5,A
12056,5,A
12057,5,A
12058,5,A
12059,5,A
12060,5,A
12061,5,A
12062,5,A
12063,5,A
12064,6,A
12065,5,A
12066,6,A
12067,5,A
12068,6,A
12069,6,A
12070,6,A
12071,6,A
12072,6,A
12073,6,A
12074,5,A
12075,5,A
12076,6,A
12077,5,A
12078,6,A
12082,5,A
12083,5,A
12084,5,A
12085,5,A
12086,6,A
12087,5,A
12089,5,A
12090,5,A
12092,6,A
12093,6,A
12094,5,A
12095,6,A
12106,5,A
12107,5,A
12108,6,A
12110,5,A
12116,6,A
12117,6,A
12118,5,A
12120,5,A
12121,5,A
12122,6,A
12123,5,A
12124,5,A
12125,5,A
12128,5,A
12130,5,A
12131,6,A
12132,5,A
12133,5,A
12134,6,A
12136,5,A
12137,5,A
12138,5,A
12139,6,A
12140,5,A
12141,5,A
12143,5,A
12144,5,A
12147,5,A
12148,5,A
12149,6,A
12150,5,A
12151,5,A
12153,5,A
12154,5,A
12155,6,A
12156,5,A
12157,6,A
12158,5,A
12159,5,A
12160,6,A
12161,5,A
12164,6,A
12165,5,A
12166,6,A
12167,6,A
12168,5,A
12169,5,A
12170,5,A
12172,5,A
12173,5,A
12174,5,A
12175,6,A
12176,5,A
12177,6,A
12180,5,A
12181,5,A
12182,5,A
12183,5,A
12184,5,A
12185,5,A
12186,5,A
12187,6,A
12188,5,A
12189,5,A
12190,6,A
12192,5,A
12193,5,A
12194,6,A
12195,5,A
12196,5,A
12197,6,A
12198,5,A
12201,5,A
12202,5,A
12203,5,A
12204,5,A
12205,5,A
12206,5,A
12207,5,A
12208,5,A
12209,5,A
12210,5,A
12211,5,A
12212,5,A
12220,5,A
12222,5,A
12223,5,A
12224,5,A
12226,5,A
12227,5,A
12228,5,A
12230,5,A
12231,5,A
12233,5,A
12234,5,A
12237,5,A
12240,5,A
12242,5,A
12243,5,A
12246,5,A
12247,5,A
12250,5,A
12256,5,A
12260,5,A
12301,5,A
12302,5,A
12303,5,A
12304,5,A
12305,5,A
12306,5,A
12307,5,A
12308,5,A
12309,5,A
12325,5,A
12345,5,A
12401,6,A
12402,6,A
12404,6,A
12405,5,A
12406,6,A
12407,5,A
12409,6,A
12410,6,A
12411,6,A
12412,6,A
12413,5,A
12414,5,A
12416,6,A
12417,6,A
12418,5,A
12419,6,A
12420,6,A
12421,6,A
12422,5,A
12423,5,A
12424,5,A
12427,5,A
12428,6,A
12429,6,A
12430,6,A
12431,5,A
12432,6,A
12433,6,A
12434,6,A
12435,6,A
12436,5,A
12438,6,A
12439,5,A
12440,6,A
12441,6,A
12442,5,A
12443,6,A
12444,5,A
12446,6,A
12448,6,A
12449,6,A
12450,5,A
12451,5,A
12452,5,A
12453,6,A
12454,5,A
12455,6,A
12456,6,A
12457,6,A
12458,6,A
12459,6,A
12460,5,A
12461,6,A
12463,5,A
12464,6,A
12465,6,A
12466,6,A
12468,5,A
12469,5,A
12470,5,A
12471,6,A
12472,6,A
12473,5,A
12474,6,A
12475,6,A
12477,6,A
12480,6,A
12481,6,A
12482,5,A
12483,6,A
12484,6,A
12485,5,A
12486,6,A
12487,6,A
12489,6,A
12490,6,A
12491,6,A
12492,5,A
12493,6,A
12494,6,A
12495,6,A
12496,5,A
12498,6,A
12501,5,A
12502,5,A
12503,5,A
12504,5,A
12506,5,A
12507,5,A
12508,5,A
12510,5,A
12511,5,A
12512,5,A
12513,5,A
12514,5,A
12515,6,A
12516,5,A
12517,5,A
12518,5,A
12520,5,A
12521,5,A
12522,5,A
12523,5,A
12524,5,A
12525,6,A
12526,5,A
12527,5,A
12528,6,A
12529,5,A
12530,5,A
12531,5,A
12533,5,A
12534,5,A
12537,5,A
12538,5,A
12540,5,A
12541,5,A
12542,6,A
12543,5,A
12544,5,A
12545,5,A
12546,5,A
12547,6,A
12548,6,A
12549,5,A
12550,5,A
12551,5,A
12552,5,A
12553,5,A
12555,5,A
12561,6,A
12563,5,A
12564,5,A
12565,5,A
12566,5,A
12567,5,A
12568,6,A
12569,5,A
12570,5,A
12571,5,A
12572,5,A
12574,5,A
12575,5,A
12577,5,A
12578,5,A
12580,5,A
12581,5,A
12582,5,A
12583,5,A
12584,5,A
12585,5,A
12586,5,A
12588,6,A
12589,6,A
12590,5,A
12592,5,A
12594,5,A
12601,5,A
12602,5,A
12603,5,A
12604,5,A
12701,6,A
12719,6,A
12720,6,A
12721,6,A
12722,6,A
12723,6,A
12724,6,A
12725,6,A
12726,6,A
12727,6,A
12729,5,A
12732,6,A
12733,6,A
12734,6,A
12736,6,A
12737,6,A
12738,6,A
12740,6,A
12741,6,A
12742,6,A
12743,6,A
12745,6,A
12746,5,A
12747,6,A
12748,6,A
12749,6,A
12750,6,A
12751,6,A
12752,6,A
12754,6,A
12758,6,A
12759,6,A
12760,6,A
12762,6,A
12763,6,A
12764,6,A
12765,6,A
12766,6,A
12767,6,A
12768,6,A
12769,6,A
12770,6,A
12771,6,A
12775,6,A
12776,6,A
12777,6,A
12778,6,A
12779,6,A
12780,5,A
12781,6,A
12783,6,A
12784,6,A
12785,6,A
12786,6,A
12787,6,A
12788,6,A
12789,6,A
12790,6,A
12791,6,A
12792,6,A
12801,6,A
12803,5,A
12804,6,A
12808,6,A
12809,5,A
12810,6,A
12811,6,A
12812,6,A
12814,6,A
12815,6,A
12816,5,A
12817,6,A
12819,5,A
12820,6,A
12821,5,A
12822,5,A
12823,5,A
12824,6,A
12827,5,A
12828,5,A
12831,5,A
12832,5,A
12833,5,A
12834,5,A
12835,5,A
12836,6,A
12837,5,A
12838,5,A
12839,5,A
12841,5,A
12842,6,A
12843,6,A
12844,6,A
12845,6,A
12846,6,A
12847,6,A
12848,5,A
12849,5,A
12850,5,A
12851,6,A
12852,6,A
12853,6,A
12854,5,A
